index,poem
29,"dahr meñ naqsh-e-vafā vaj.h-e-tasallī na huā 
hai ye vo lafz ki sharminda-e-ma.anī na huā 
sabza-e-ḳhat se tirā kākul-e-sarkash na dabā 
ye zamurrad bhī harīf-e-dam-e-af.ī na huā 
maiñ ne chāhā thā ki andoh-e-vafā se chhūTūñ 
vo sitamgar mire marne pe bhī raazī na huā 
dil guzargāh-e-ḳhayāl-e-mai-o-sāġhar hī sahī 
gar nafas jāda-e-sar-manzil-e-taqvī na huā 
huuñ tire va.ada na karne meñ bhī raazī ki kabhī 
gosh minnat-kash-e-gulbāñg-e-tasallī na huā 
kis se mahrūmī-e-qismat kī shikāyat kiije 
ham ne chāhā thā ki mar jaa.eñ so vo bhī na huā 
mar gayā sadma-e-yak-jumbish-e-lab se 'ġhālib' 
nā-tavānī se harīf-e-dam-e-īsī na huā 
na huī ham se raqam hairat-e-ḳhatt-e-ruḳh-e-yār 
safha-e.ā.ina jaulāñ-gah-e-tūtī na huā 
vus.at-e-rahmat-e-haq dekh ki baḳhshā jaave 
mujh sā kāfir ki jo mamnūn-e-ma.āsī na huā"
30,"dar-ḳhur-e-qahr-o-ġhazab jab koī ham sā na huā 
phir ġhalat kyā hai ki ham sā koī paidā na huā 
bandagī meñ bhī vo āzāda o ḳhud-bīñ haiñ ki ham 
ulTe phir aa.e dar-e-ka.aba agar vā na huā 
sab ko maqbūl hai da.avā tirī yaktā.ī kā 
rū-ba-rū koī but-e-ā.ina-sīmā na huā 
kam nahīñ nāzish-e-hamnāmi-e-chashm-e-ḳhūbāñ 
terā bīmār burā kyā hai gar achchhā na huā 
siine kā daaġh hai vo naala ki lab tak na gayā 
ḳhaak kā rizq hai vo qatra ki dariyā na huā 
naam kā mere hai jo dukh ki kisī ko na milā 
kaam meñ mere hai jo fitna ki barpā na huā 
har-bun-e-mū se dam-e-zikr na Tapke ḳhuuñ naab 
hamza kā qissa huā ishq kā charchā na huā 
qatra meñ dajla dikhā.ī na de aur juzv meñ kul 
khel laḌkoñ kā huā dīda-e-bīnā na huā 
thī ḳhabar garm ki 'ġhālib' ke uḌeñge purze 
dekhne ham bhī ga.e the pa tamāshā na huā"
31,"dard minnat-kash-e-davā na huā 
maiñ na achchhā huā burā na huā 
jam.a karte ho kyuuñ raqīboñ ko 
ik tamāshā huā gila na huā 
ham kahāñ qismat āzmāne jaa.eñ 
tū hī jab ḳhanjar-āzmā na huā 
kitne shīrīñ haiñ tere lab ki raqīb 
gāliyāñ khā ke be-mazā na huā 
hai ḳhabar garm un ke aane kī 
aaj hī ghar meñ boriyā na huā 
kyā vo namrūd kī ḳhudā.ī thī 
bandagī meñ mirā bhalā na huā 
jaan dī dī huī usī kī thī 
haq to yuuñ hai ki haq adā na huā 
zaḳhm gar dab gayā lahū na thamā 
kaam gar ruk gayā ravā na huā 
rahzanī hai ki dil-sitānī hai 
le ke dil dil-sitāñ ravāna huā 
kuchh to paḌhiye ki log kahte haiñ 
aaj 'ġhālib' ġhazal-sarā na huā"
32,"dard se mere hai tujh ko be-qarārī haa.e haa.e 
kyā huī zālim tirī ġhaflat-shi.ārī haa.e haa.e 
tere dil meñ gar na thā āshob-e-ġham kā hausla 
tū ne phir kyuuñ kī thī merī ġham-gusārī haa.e haa.e 
kyuuñ mirī ġham-ḳhvārgī kā tujh ko aayā thā ḳhayāl 
dushmanī apnī thī merī dost-dārī haa.e haa.e 
umr bhar kā tū ne paimān-e-vafā bāñdhā to kyā 
umr ko bhī to nahīñ hai pā.edārī haa.e haa.e 
zahr lagtī hai mujhe āb-o-havā-e-zindagī 
ya.anī tujh se thī ise nā-sāzgārī haa.e haa.e 
gul-fishānī-hā-e-nāz-e-jalva ko kyā ho gayā 
ḳhaak par hotī hai terī lāla-kārī haa.e haa.e 
sharm-e-rusvā.ī se jā chhupnā naqāb-e-ḳhāk meñ 
ḳhatm hai ulfat kī tujh par parda-dārī haa.e haa.e 
ḳhaak meñ nāmūs-e-paimān-e-mohabbat mil ga.ī 
uTh ga.ī duniyā se rāh-o-rasm-e-yārī haa.e haa.e 
haath hī teġh-āzmā kā kaam se jaatā rahā 
dil pe ik lagne na paayā zaḳhm-e-kārī haa.e haa.e 
kis tarah kaaTe koī shab-hā-e-tār-e-barshigāl 
hai nazar ḳhū-karda-e-aḳhtar-shumārī haa.e haa.e 
gosh mahjūr-e-payām o chashm-e-mahrūm-e-jamāl 
ek dil tis par ye nā-ummīd-vārī haa.e haa.e 
ishq ne pakḌā na thā 'ġhālib' abhī vahshat kā rañg 
rah gayā thā dil meñ jo kuchh zauq-e-ḳhvārī haa.e haa.e"
33,"dekh kar dar-parda garm-e-dāman-afshānī mujhe 
kar ga.ī vābasta-e-tan merī uryānī mujhe 
ban gayā teġh-e-nigāh-e-yār kā sañg-e-fasāñ 
marhabā maiñ kyā mubārak hai girāñ-jānī mujhe 
kyuuñ na ho be-iltifātī us kī ḳhātir jam.a hai 
jāntā hai mahv-e-pursish-hā-e-pinhānī mujhe 
mere ġham-ḳhāne kī qismat jab raqam hone lagī 
likh diyā min-jumla-e-asbāb-e-vīrānī mujhe 
bad-gumāñ hotā hai vo kāfir na hotā kaash ke 
is qadar zauq-e-navā-e-murġh-e-bustānī mujhe 
vaa.e vaañ bhī shor-e-mahshar ne na dam lene diyā 
le gayā thā gor meñ zauq-e-tan-āsānī mujhe 
va.ada aane kā vafā kiije ye kyā andāz hai 
tum ne kyuuñ sauñpī hai mere ghar kī darbānī mujhe 
haañ nashāt-e-āmad-e-fasl-e-bahārī vaah vaah 
phir huā hai taaza saudā-e-ġhazal-ḳhvānī mujhe 
dī mire bhaa.ī ko haq ne az-sar-e-nau zindagī 
mīrzā yūsuf hai 'ġhālib' yūsuf-e-sānī mujhe"
34,"dekhnā qismat ki aap apne pe rashk aa jaa.e hai 
maiñ use dekhūñ bhalā kab mujh se dekhā jaa.e hai 
haath dho dil se yahī garmī gar andeshe meñ hai 
ābgīna tundi-e-sahbā se pighlā jaa.e hai 
ġhair ko yā rab vo kyūñkar mana-e-gustāḳhī kare 
gar hayā bhī us ko aatī hai to sharmā jaa.e hai 
shauq ko ye lat ki har dam naala khīñche jā.iye 
dil kī vo hālat ki dam lene se ghabrā jaa.e hai 
duur chashm-e-bad tirī bazm-e-tarab se vaah vaah 
naġhma ho jaatā hai vaañ gar naala merā jaa.e hai 
garche hai tarz-e-taġhāful parda-dār-e-rāz-e-ishq 
par ham aise kho.e jaate haiñ ki vo pā jaa.e hai 
us kī bazm-ārā.iyāñ sun kar dil-e-ranjūr yaañ 
misl-e-naqsh-e-mudda.ā-e-ġhair baiThā jaa.e hai 
ho ke āshiq vo parī-ruḳh aur nāzuk ban gayā 
rañg khultā jaa.e hai jitnā ki uḌtā jaa.e hai 
naqsh ko us ke musavvir par bhī kyā kyā naaz haiñ 
khīñchtā hai jis qadar utnā hī khiñchtā jaa.e hai 
saaya merā mujh se misl-e-dūd bhāge hai 'asad' 
paas mujh ātish-ba-jāñ ke kis se Thahrā jaa.e hai"
35,"dhamkī meñ mar gayā jo na bāb-e-nabard thā 
ishq-e-nabard-pesha talabgār-e-mard thā 
thā zindagī meñ marg kā khaTkā lagā huā 
uḌne se pesh-tar bhī mirā rañg zard thā 
tālīf nusḳha-hā-e-vafā kar rahā thā maiñ 
majmūa-e-ḳhayāl abhī fard fard thā 
dil tā jigar ki sāhil-e-dariyā-e-ḳhūñ hai ab 
is rahguzar meñ jalva-e-gul aage gard thā 
jaatī hai koī kashmakash andoh-e-ishq kī 
dil bhī agar gayā to vahī dil kā dard thā 
ahbāb chārasāzi-e-vahshat na kar sake 
zindāñ meñ bhī ḳhayāl bayābāñ-navard thā 
ye lāsh-e-be-kafan 'asad'-e-ḳhasta-jāñ kī hai 
haq maġhfirat kare ajab āzād mard thā"
36,"dhotā huuñ jab maiñ piine ko us sīm-tan ke paañv 
rakhtā hai zid se khīñch ke bāhar lagan ke paañv 
dī sādgī se jaan paḌūñ kohkan ke paañv 
haihāt kyuuñ na TuuT ga.e pīr-zan ke paañv 
bhāge the ham bahut so usī kī sazā hai ye 
ho kar asiir dābte haiñ rāhzan ke paañv 
marham kī justujū meñ phirā huuñ jo duur duur 
tan se sivā figār haiñ is ḳhasta-tan ke paañv 
allāh-re zauq-e-dasht-navardī ki ba.ad-e-marg 
hilte haiñ ḳhud-ba-ḳhud mire andar kafan ke paañv 
hai josh-e-gul bahār meñ yaañ tak ki har taraf 
uḌte hue ulajhte haiñ murġh-e-chaman ke paañv 
shab ko kisī ke ḳhvāb meñ aayā na ho kahīñ 
dukhte haiñ aaj us but-e-nāzuk-badan ke paañv 
'ġhālib' mire kalām meñ kyūñkar mazā na ho 
piitā huuñ dhoke ḳhusrav-e-shīrīñ-suḳhan ke paañv"
37,"dīvāngī se dosh pe zunnār bhī nahīñ 
ya.anī hamāre jeb meñ ik taar bhī nahīñ 
dil ko niyāz-e-hasrat-e-dīdār kar chuke 
dekhā to ham meñ tāqat-e-dīdār bhī nahīñ 
milnā tirā agar nahīñ āsāñ to sahl hai 
dushvār to yahī hai ki dushvār bhī nahīñ 
be-ishq umr kaT nahīñ saktī hai aur yaañ 
tāqat ba-qadr-e-lazzat-e-āzār bhī nahīñ 
shorīdgī ke haath se hai sar vabāl-e-dosh 
sahrā meñ ai ḳhudā koī dīvār bhī nahīñ 
gunjā.ish-e-adāvat-e-aġhyār yak taraf 
yaañ dil meñ zo.af se havas-e-yār bhī nahīñ 
Dar nāla-hā-e-zār se mere ḳhudā ko maan 
āḳhir navā-e-murġh-e-giraftār bhī nahīñ 
dil meñ hai yaar kī saf-e-mizhgāñ se rū-kashī 
hālāñki tāqat-e-ḳhalish-e-ḳhār bhī nahīñ 
is sādgī pe kaun na mar jaa.e ai ḳhudā 
laḌte haiñ aur haath meñ talvār bhī nahīñ 
dekhā 'asad' ko ḳhalvat-o-jalvat meñ bār-hā 
dīvāna gar nahīñ hai to hushyār bhī nahīñ"
38,"dil-e-nādāñ tujhe huā kyā hai 
āḳhir is dard kī davā kyā hai 
ham haiñ mushtāq aur vo be-zār 
yā ilāhī ye mājrā kyā hai 
maiñ bhī muñh meñ zabān rakhtā huuñ 
kaash pūchho ki mudda.ā kyā hai 
jab ki tujh bin nahīñ koī maujūd 
phir ye hañgāma ai ḳhudā kyā hai 
ye parī-chehra log kaise haiñ 
ġhamza o ishva o adā kyā hai 
shikan-e-zulf-e-ambarīñ kyuuñ hai 
nigah-e-chashm-e-surma sā kyā hai 
sabza o gul kahāñ se aa.e haiñ 
abr kyā chiiz hai havā kyā hai 
ham ko un se vafā kī hai ummīd 
jo nahīñ jānte vafā kyā hai 
haañ bhalā kar tirā bhalā hogā 
aur darvesh kī sadā kyā hai 
jaan tum par nisār kartā huuñ 
maiñ nahīñ jāntā duā kyā hai 
maiñ ne maanā ki kuchh nahīñ 'ġhālib' 
muft haath aa.e to burā kyā hai"
39,"dil hī to hai na sañg-o-ḳhisht dard se bhar na aa.e kyuuñ 
ro.eñge ham hazār baar koī hameñ satā.e kyuuñ 
dair nahīñ haram nahīñ dar nahīñ āstāñ nahīñ 
baiThe haiñ rahguzar pe ham ġhair hameñ uThā.e kyuuñ 
jab vo jamāl-e-dil-faroz sūrat-e-mehr-e-nīm-roz 
aap hī ho nazzāra-soz parde meñ muñh chhupā.e kyuuñ 
dashna-e-ġhamza jāñ-sitāñ nāvak-e-nāz be-panāh 
terā hī aks-e-ruḳh sahī sāmne tere aa.e kyuuñ 
qaid-e-hayāt o band-e-ġham asl meñ donoñ ek haiñ 
maut se pahle aadmī ġham se najāt paa.e kyuuñ 
husn aur us pe husn-e-zan rah ga.ī bul-havas kī sharm 
apne pe e'timād hai ġhair ko āzmā.e kyuuñ 
vaañ vo ġhurūr-e-izz-o-nāz yaañ ye hijāb-e-pās-e-vaza.a 
raah meñ ham mileñ kahāñ bazm meñ vo bulā.e kyuuñ 
haañ vo nahīñ ḳhudā-parast jaao vo bevafā sahī 
jis ko ho diin o dil aziiz us kī galī meñ jaa.e kyuuñ 
'ġhālib'-e-ḳhasta ke baġhair kaun se kaam band haiñ 
roiye zaar zaar kyā kījiye haa.e haa.e kyuuñ"
40,"dil lagā kar lag gayā un ko bhī tanhā baiThnā 
baare apnī bekasī kī ham ne paa.ī daad yaañ 
haiñ zavāl-āmāda ajzā āfrīnash ke tamām 
mahr-e-gardūñ hai charāġh-e-rahguzār-e-bād yaañ 
hai tarahhum-āfrīñ ārā.ish-e-be-dād yaañ 
ashk-e-chashm-e-dām hai har dāna-e-sayyād yaañ 
hai gudāz-e-mom andāz-e-chakīdan-hā-e-ḳhūñ 
nīsh-e-zambūr-e-asal hai nashtar-e-fassād yaañ 
nā-gavārā hai hameñ ehsān-e-sāhab-daulatāñ 
hai zar-e-gul bhī nazar meñ jauhar-e-faulād yaañ 
jumbish-e-dil se hue haiñ uqda-hā-e-kār vā 
kam-tarīñ mazdūr-e-sañgīñ-dast hai farhād yaañ 
qatra-hā-e-ḳhūn-e-bismil zeb-e-dāmāñ haiñ 'asad' 
hai tamāsha kardanī gul-chīnī-e-jallād yaañ"
41,"dil mirā soz-e-nihāñ se be-muhābā jal gayā 
ātish-e-ḳhāmosh kī mānind goyā jal gayā 
dil meñ zauq-e-vasl o yād-e-yār tak baaqī nahīñ 
aag is ghar meñ lagī aisī ki jo thā jal gayā 
maiñ adam se bhī pare huuñ varna ġhāfil bār-hā 
merī āh-e-ātishīñ se bāl-e-anqā jal gayā 
arz kiije jauhar-e-andesha kī garmī kahāñ 
kuchh ḳhayāl aayā thā vahshat kā ki sahrā jal gayā 
dil nahīñ tujh ko dikhātā varna dāġhoñ kī bahār 
is charāġhāñ kā karūñ kyā kār-farmā jal gayā 
maiñ huuñ aur afsurdagī kī aarzū 'ġhālib' ki dil 
dekh kar tarz-e-tapāk-e-ahl-e-duniyā jal gayā 
ḳhānmān-e-āshiqāñ dūkān-e-ātish-bāz hai 
sho.ala-rū jab ho ga.e garm-e-tamāshā jal gayā 
tā kujā afsos-e-garmī-hā-e-sohbat ai ḳhayāl 
dil ba-soz-e-ātish-e-dāġh-e-tamannā jal gayā 
hai 'asad' begāna-e-afsurdagī ai bekasī 
dil z-andāz-e-tapāk-e-ahl-e-duniyā jal gayā 
duud merā sumbulistāñ se kare hai ham-sarī 
bas-ki shauq-e-ātish-e-gul se sarāpā jal gayā 
sham.a-rūyāñ kī sar-añgusht-e-hinā.ī dekh kar 
ġhuncha-e-gul par-fishāñ parvāna-āsā jal gayā"
42,"dil se tirī nigāh jigar tak utar ga.ī 
donoñ ko ik adā meñ razā-mand kar ga.ī 
shaq ho gayā hai siina ḳhushā lazzat-e-farāġh 
taklīf-e-parda-dāri-e-zaḳhm-e-jigar ga.ī 
vo bāda-e-shabāna kī sarmastiyāñ kahāñ 
uThiye bas ab ki lazzat-e-ḳhvāb-e-sahar ga.ī 
uḌtī phire hai ḳhaak mirī kū-e-yār meñ 
baare ab ai havā havas-e-bāl-o-par ga.ī 
dekho to dil-farebi-e-andāz-e-naqsh-e-pā 
mauj-e-ḳhirām-e-yār bhī kyā gul katar ga.ī 
har bul-havas ne husn-parastī shi.ār kī 
ab ābrū-e-sheva-e-ahl-e-nazar ga.ī 
nazzāre ne bhī kaam kiyā vaañ naqāb kā 
mastī se har nigah tire ruḳh par bikhar ga.ī 
fardā o dī kā tafraqa yak baar miT gayā 
kal tum ga.e ki ham pe qayāmat guzar ga.ī 
maarā zamāne ne asadullāh ḳhaañ tumheñ 
vo valvale kahāñ vo javānī kidhar ga.ī"
43,"diyā hai dil agar us ko bashar hai kyā kahiye 
huā raqīb to ho nāma-bar hai kyā kahiye 
ye zid ki aaj na aave aur aa.e bin na rahe 
qazā se shikva hameñ kis qadar hai kyā kahiye 
rahe hai yuuñ gah-o-be-gah ki kū-e-dost ko ab 
agar na kahiye ki dushman kā ghar hai kyā kahiye 
zahe karishma ki yuuñ de rakkhā hai ham ko fareb 
ki bin kahe hī unheñ sab ḳhabar hai kyā kahiye 
samajh ke karte haiñ bāzār meñ vo pursish-e-hāl 
ki ye kahe ki sar-e-rahguzar hai kyā kahiye 
tumheñ nahīñ hai sar-e-rishta-e-vafā kā ḳhayāl 
hamāre haath meñ kuchh hai magar hai kyā kahiye 
unheñ savāl pe zom-e-junūñ hai kyuuñ laḌiye 
hameñ javāb se qat-e-nazar hai kyā kahiye 
hasad sazā-e-kamāl-e-suḳhan hai kyā kījiye 
sitam bahā-e-matā-e-hunar hai kyā kahiye 
kahā hai kis ne ki 'ġhālib' burā nahīñ lekin 
sivā.e is ke ki āshufta-sar hai kyā kahiye"
44,"donoñ jahān de ke vo samjhe ye ḳhush rahā 
yaañ aa paḌī ye sharm ki takrār kyā kareñ 
thak thak ke har maqām pe do chaar rah ga.e 
terā pata na paa.eñ to nā-chār kyā kareñ 
kyā sham.a ke nahīñ haiñ havā-ḳhvāh bazm meñ 
ho ġham hī jāñ-gudāz to ġham-ḳhvār kyā kareñ"
45,"dost ġham-ḳhvārī meñ merī sa.ī farmāveñge kyā 
zaḳhm ke bharte talak nāḳhun na baḌh jāveñge kyā 
be-niyāzī had se guzrī banda-parvar kab talak 
ham kaheñge hāl-e-dil aur aap farmāveñge kyā 
hazrat-e-nāseh gar aaveñ diida o dil farsh-e-rāh 
koī mujh ko ye to samjhā do ki samajhāveñge kyā 
aaj vaañ teġh o kafan bāñdhe hue jaatā huuñ maiñ 
uzr mere qatl karne meñ vo ab lāveñge kyā 
gar kiyā nāseh ne ham ko qaid achchhā yuuñ sahī 
ye junūn-e-ishq ke andāz chhuT jāveñge kyā 
ḳhāna-zād-e-zulf haiñ zanjīr se bhāgeñge kyuuñ 
haiñ giraftār-e-vafā zindāñ se ghabarāveñge kyā 
hai ab is māmūre meñ qaht-e-ġham-e-ulfat 'asad' 
ham ne ye maanā ki dillī meñ raheñ khāveñge kyā"
46,"ek ek qatre kā mujhe denā paḌā hisāb 
ḳhūn-e-jigar vadī.at-e-mizhgān-e-yār thā 
ab maiñ huuñ aur mātam-e-yak-shahr-ārazū 
toḌā jo tū ne aa.ina timsāl-dār thā 
galiyoñ meñ merī na.ash ko khīñche phiro ki maiñ 
jāñ-dāda-e-havā-e-sar-e-rahguzār thā 
mauj-e-sarāb-e-dasht-e-vafā kā na pūchh haal 
har zarra misl-e-jauhar-e-teġh āb-dār thā 
kam jānte the ham bhī ġham-e-ishq ko par ab 
dekhā to kam hue pa ġham-e-rozgār thā 
kis kā junūn-e-dīd tamannā-shikār thā 
ā.īna-ḳhāna vādī-e-jauhar-ġhubār thā 
kis kā ḳhayāl ā.ina-e-intizār thā 
har barg-e-gul ke parde meñ dil be-qarār thā 
juuñ ġhuncha-o-gul āfat-e-fāl-e-nazar na pūchh 
paikāñ se tere jalva-e-zaḳhm āshkār thā 
dekhī vafā-e-fursat-e-rañj-o-nashāt-e-dahr 
ḳhamyāza yak-darāzi-e-umr-e-ḳhumār thā 
sub.h-e-qayāmat ek dum-e-gurg thī 'asad' 
jis dasht meñ vo shoḳh-e-do-ālam shikār thā"
47,"ek jā harf-e-vafā likkhā thā so bhī miT gayā 
zāhiran kāġhaz tire ḳhat kā ġhalat-bar-dār hai 
jī jale zauq-e-fanā kī nā-tamāmī par na kyuuñ 
ham nahīñ jalte nafas har chand ātish-bār hai 
aag se paanī meñ bujhte vaqt uThtī hai sadā 
har koī darmāndagī meñ naale se nā-chār hai 
hai vahī bad-masti-e-har-zarra kā ḳhud uzr-ḳhvāh 
jis ke jalve se zamīñ tā āsmāñ sarshār hai 
mujh se mat kah tū hameñ kahtā thā apnī zindagī 
zindagī se bhī mirā jī in dinoñ be-zār hai 
aañkh kī tasvīr sar-nāme pe khīñchī hai ki tā 
tujh pe khul jaave ki is ko hasrat-e-dīdār hai"
48,"fāriġh mujhe na jaan ki mānind-e-sub.h-o-mehr 
hai dāġh-e-ishq zīnat-e-jeb-e-kafan hunūz 
hai nāz-e-muflisāñ zar-e-az-dast-rafta par 
huuñ gul-farosh-e-shoḳhi-e-dāġh-e-kohan hunūz 
mai-ḳhāna-e-jigar meñ yahāñ ḳhaak bhī nahīñ 
ḳhamyāza khīñche hai but-e-be-dād-fan hunūz 
juuñ jaada sar-ba-kū-e-tamannā-e-be-dilī 
zanjīr-e-pā hai rishta-e-hubbul-vatan hunūz"
49,"fariyād kī koī lai nahīñ hai 
naala pāband-e-nai nahīñ hai 
kyuuñ bote haiñ bāġhbāñ toñbe 
gar baaġh gadā-e-mai nahīñ hai 
har-chand har ek shai meñ tū hai 
par tujh sī koī shai nahīñ hai 
haañ khā.iyo mat fareb-e-hastī 
har-chand kaheñ ki hai nahīñ hai 
shādī se guzar ki ġham na hove 
urdī jo na ho to dai nahīñ hai 
kyuuñ radd-e-qadah kare hai zāhid 
mai hai ye magas kī qai nahīñ hai 
hastī hai na kuchh adam hai 'ġhālib' 
āḳhir tū kyā hai ai nahīñ hai"
50,"ġhāfil ba-vahm-e-nāz ḳhud-ārā hai varna yaañ 
be-shāna-e-sabā nahīñ turra gayāh kā 
bazm-e-qadah se aish-e-tamannā na rakh ki rañg 
said-e-ze-dām-e-jasta hai us dām-gāh kā 
rahmat agar qubūl kare kyā ba.iid hai 
sharmindagī se uzr na karnā gunāh kā 
maqtal ko kis nashāt se jaatā huuñ maiñ ki hai 
pur-gul ḳhayāl-e-zaḳhm se dāman nigāh kā 
jaañ dar-havā-e-yak-nigah-e-garm hai 'asad' 
parvāna hai vakīl tire dād-ḳhvāh kā 
uzlat-guzīn-e-bazm haiñ vāmāñdagān-e-dīd 
mīnā-e-mai hai aabla pā-e-nigāh kā 
har gaam aable se hai dil dar-tah-e-qadam 
kyā biim ahl-e-dard ko saḳhtī-e-rāh kā 
tā.ūs-e-dar-rikāb hai har zarra aah kā 
yā-rab nafas ġhubār hai kis jalva-gāh kā 
jeb-e-niyāz-e-ishq nishāñ-dār-e-nāz hai 
ā.īna huuñ shikastan-e-tarf-e-kulāh kā"
51,"ga.ī vo baat ki ho guftugū to kyūñkar ho 
kahe se kuchh na huā phir kaho to kyūñkar ho 
hamāre zehn meñ us fikr kā hai naam visāl 
ki gar na ho to kahāñ jaa.eñ ho to kyūñkar ho 
adab hai aur yahī kashmakash to kyā kiije 
hayā hai aur yahī gū-magū to kyūñkar ho 
tumhīñ kaho ki guzārā sanam-parastoñ kā 
butoñ kī ho agar aisī hī ḳhū to kyūñkar ho 
ulajhte ho tum agar dekhte ho ā.īna 
jo tum se shahr meñ hoñ ek do to kyūñkar ho 
jise nasīb ho roz-e-siyāh merā sā 
vo shaḳhs din na kahe raat ko to kyūñkar ho 
hameñ phir un se ummīd aur unheñ hamārī qadr 
hamārī baat hī pūchheñ na vo to kyūñkar ho 
ġhalat na thā hameñ ḳhat par gumāñ tasallī kā 
na maane dīda-e-dīdār jo to kyūñkar ho 
batāo us mizha ko dekh kar ki mujh ko qarār 
vo niish ho rag-e-jāñ meñ faro to kyūñkar ho 
mujhe junūñ nahīñ 'ġhālib' vale ba-qaul-e-huzūr 
firāq-e-yār meñ taskīn ho to kyūñkar ho"
52,"ġhair leñ mahfil meñ bose jaam ke 
ham raheñ yuuñ tishna-lab paiġhām ke 
ḳhastagī kā tum se kyā shikva ki ye 
hathkanDe haiñ charḳh-e-nīlī-fām ke 
ḳhat likheñge garche matlab kuchh na ho 
ham to āshiq haiñ tumhāre naam ke 
raat pī zamzam pe mai aur sub.h-dam 
dho.e dhabbe jāma-e-ehrām ke 
dil ko āñkhoñ ne phañsāyā kyā magar 
ye bhī halqe haiñ tumhāre daam ke 
shaah ke hai ġhusl-e-sehhat kī ḳhabar 
dekhiye kab din phireñ hammām ke 
ishq ne 'ġhālib' nikammā kar diyā 
varna ham bhī aadmī the kaam ke"
53,"ġham-e-duniyā se gar paa.ī bhī fursat sar uThāne kī 
falak kā dekhnā taqrīb tere yaad aane kī 
khulegā kis tarah mazmūñ mire maktūb kā yā-rab 
qasam khaa.ī hai us kāfir ne kāġhaz ke jalāne kī 
lipaTnā parniyāñ meñ shola-e-ātish kā pinhāñ hai 
vale mushkil hai hikmat dil meñ soz-e-ġham chhupāne kī 
unheñ manzūr apne zaḳhmiyoñ kā dekh aanā thā 
uThe the sair-e-gul ko dekhnā shoḳhī bahāne kī 
hamārī sādgī thī iltifāt-e-nāz par marnā 
tirā aanā na thā zālim magar tamhīd jaane kī 
lakad kūb-e-havādis kā tahammul kar nahīñ saktī 
mirī tāqat ki zāmin thī butoñ kī naaz uThāne kī 
kahūñ kyā ḳhūbi-e-auzā-e-abnā-e-zamāñ 'ġhālib' 
badī kī us ne jis se ham ne kī thī bār-hā nekī"
54,"ġham khāne meñ buudā dil-e-nākām bahut hai 
ye rañj ki kam hai mai-e-gulfām bahut hai 
kahte hue saaqī se hayā aatī hai varna 
hai yuuñ ki mujhe durd-e-tah-e-jām bahut hai 
ne tiir kamāñ meñ hai na sayyād kamīñ meñ 
goshe meñ qafas ke mujhe ārām bahut hai 
kyā zohd ko mānūñ ki na ho garche riyā.ī 
pādāsh-e-amal kī tama-e-ḳhām bahut hai 
haiñ ahl-e-ḳhirad kis ravish-e-ḳhās pe nāzāñ 
pābastagi-e-rasm-o-rāh-e-ām bahut hai 
zamzam hī pe chhoḌo mujhe kyā tauf-e-haram se 
ālūdā-ba-mai jāma-e-ehrām bahut hai 
hai qahr gar ab bhī na bane baat ki un ko 
inkār nahīñ aur mujhe ibrām bahut hai 
ḳhuuñ ho ke jigar aañkh se Tapkā nahīñ ai marg 
rahne de mujhe yaañ ki abhī kaam bahut hai 
hogā koī aisā bhī ki 'ġhālib' ko na jaane 
shā.ir to vo achchhā hai pa badnām bahut hai"
55,"ġham nahīñ hotā hai āzādoñ ko besh az-yak-nafas 
barq se karte haiñ raushan sham-e-mātam-ḳhāna ham 
mahfileñ barham kare hai ganjifa-bāz-e-ḳhayāl 
haiñ varaq-gardānī-e-nairañg-e-yak-but-ḳhāna ham 
bāvajūd-e-yak-jahāñ hañgāma paidā.ī nahīñ 
haiñ charāġhān-e-shabistān-e-dil-e-parvāna ham 
zo.af se hai ne qanā.at se ye tark-e-justujū 
haiñ vabāl-e-takiya-gāh-e-himmat-e-mardāna ham 
dā.im-ul-habs is meñ haiñ lākhoñ tamannā.eñ 'asad' 
jānte haiñ sīna-e-pur-ḳhūñ ko zindāñ-ḳhana ham 
bas-ki haiñ bad-mast-e-ba-shikan ba-shikan-e-mai-ḳhāna ham 
mū-e-shīsha ko samajhte haiñ ḳhat-e-paimāna ham 
bas-ki har-yak-mū-e-zulf-afshāñ se hai tār-e-shuā.a 
panja-e-ḳhurshīd ko samjhe haiñ dast-e-shāna ham 
mashq-e-az-ḳhūd-raftagī se haiñ ba-gulzār-e-ḳhayāl 
āshnā tabīr-e-ḳhvāb-e-sabza-e-begāna ham 
fart-e-be-ḳhvābī se haiñ shab-hā-e-hijr-e-yār meñ 
juuñ zabān-e-sham.a dāġh-e-garmi-e-afsāna ham 
shām-e-ġham meñ soz-e-ishq-e-ātish-e-ruḳhsār se 
par-fashān-e-soḳhtan haiñ sūrat-e-parvāna ham 
hasrat-e-arz-e-tamannā yaañ se samjhā chāhiye 
do-jahāñ hashr-e-zabān-e-ḳhushk haiñ juuñ shāna ham 
kashti-e-ālam ba-tūfān-e-taġhāful de ki haiñ 
ālam-e-āb-e-gudāz-e-jauhar-e-afsāna ham 
vahshat-e-be-rabti-e-pech-o-ḳham-e-hastī na pūchh 
nañg-e-bālīdan haiñ juuñ mū-e-sar-e-dīvāna ham"
